"","data_name","xmin","xmax","ymin","ymax"
"45","NC_StripedBassMgmtAreas",-78.826223941196,-75.4662349143466,33.849734620661,36.5519857054756
"46","NC_ShrimpTrawlProhibitedArea",-78.5740928420641,-76.4462511633017,33.865960820016,35.577928952736
"47","NC_SGA_Current_Classifications",-78.8262265414387,-75.4662365211778,33.8497413475809,36.5519930381886
"48","NC_Public_Fishing_Areas",-84.0913002995408,-75.6376238692714,33.922604546748,36.5222219000714
"49","NC_ProposedMechanicalClamHarvestAreas",-77.5957603352785,-76.2178746918769,34.4102284330235,34.9798192583358
"50","NC_PoundNetProhibited",-76.5033442363469,-76.2206482920168,34.7248250117391,34.9818393477389
"51","NC_MechanicalMethodsProhibited",-78.5740928420641,-75.4662349143466,33.85320528338,35.9329296707799
"52","NC_DesignatedSeedOysterManagementArea",-77.601066656151,-75.6091667361791,34.406128274985,35.8372133355455
"53","NC_DesignatedPotArea",-77.3836006298276,-75.4662349143466,34.622293828535,36.5519857054756
"54","NC_CrabTrawlLine",-76.4635685164925,-75.6186239758973,35.0768877499051,35.8062083283206
"55","NC_CrabHarvestManagementAreas",-77.067111512222,-77.0432329719887,34.6054870455316,34.6797975617681
"56","NC_CarcassCollectionFreezerWeighStation",-77.8998876801912,-75.5963952921766,34.1025432507614,35.9096237707427
"57","NC_CarcassCollectionFreezer",-77.8551367063261,-76.7532520265243,34.2484662414949,34.9012465009713
"58","NC_AttendedGillnetAreas",-78.8647107271153,-75.4662348851494,33.8497346664672,36.5517308744879
"59","LL_prohibareas_N_S_po",-82.9999999010838,-74.7415642023871,23.8179440104773,36.5502706595035
"60","king_mackerel_migratory_grp_zones",-97.2114697367591,-67.3212005099279,23.8179440104773,41.2361090912233
"61","GoldenCrab_trap_fishing_zones",-82.9999999010838,-74.7248347003514,24.1166627613576,36.5502706595035
"62","GoldenCrab_access_areas",-81.0816666425938,-79.5620323011974,24.1820390258597,29.0000000473578
"63","coral_HAPC_stetson_miami",-80.2166666663433,-77.2724990794736,25.3511109727603,32.6436111118268
"64","coral_HAPC_CapeFear",-76.5438888611391,-76.3936110836256,33.4969444900901,33.6469444897237
"65","coral_HAPC_Cape_Lookout_ext",-75.7530555729245,-75.6958332059892,34.3913898469625,34.465002059676
"66","coral_HAPC_Cape_Lookout",-75.9788888607017,-75.690277749624,34.0963889342022,34.4102778225673
"67","coral_HAPC_BlakeRidge",-76.223333333516,-76.1869444439044,32.5102777782053,32.5411111111695
"68","comm_permits_SA_SG",-82.9999999010838,-71.3713284433933,23.8179440104773,36.5502706595035
"69","cobia_migratory_group_zones",-97.2114697367591,-67.3212005099279,23.8179440104773,41.2361090912233
"70","BSB_Pot_Close_Nov_Apr_po",-81.3993433261275,-75.1499999999882,29.2166670002914,35.2500000003629
"71","BSB_Pot_Close_Dec_Mar_po",-81.3993433261275,-75.1333333335127,28.3499999997323,35.2499999998439
"72","NC_CultchApp2003_present",-78.3973535269786,-75.5543216626027,33.9023200822419,35.9469594515287
"73","NC_CultchApp1981_2002",-78.3951089828047,-75.5015918616648,33.9030243465657,35.9447227994166
"74","BOEM_OilGasLeasingDPP_2014_2024",-82.9998441195676,-64.1083289932087,23.8179234000909,44.7690226575076
"75","DOT_Ferry_Routes",-170.681882838108,-64.3808932252722,-14.3111806504415,61.1238529998308
"76","DOT_Ferry_Terminals",-170.681882838108,-64.3809602314158,-14.2834014732596,61.1238529998308
"77","DOT_Navigable_Waterway_Network_Lines",-179.999999999659,179.999999999812,-56.0221254517561,72.1997200002448
"78","NCDCM_Federal_Navigation_Channel",-78.5589585106907,-75.4700823684409,33.7654263436484,36.5501308864279
"79","NCDOT_AirportPavement",-83.8718137277539,-75.6131771499543,33.9051632338133,36.4688723666345
"80","NCDOT_AirportPoints",-83.8630386103039,-75.6178055601192,33.9085055600839,36.4613616702694
"81","SC_Section_319_Grant_Projects",-83.1709443856493,-78.5487062868029,32.1705764955604,35.2155863713574
"82","SC_Hurricanes_Public",-102.399991329101,7.99997533003848,8.49999991550053,72.9999905449709
"83","SC_Geologic_Map",-83.3533819100392,-78.5583978333352,32.0381192759913,35.2149100291965
"84","SC_Approved_TMDL_Sites",-83.114176879935,-78.653936926036,32.2981155130914,35.1842121088265
"85","NC_STATE_Stormwater_Permits",-83.7990868948585,-35.6005058077336,33.8425203223916,76.2197584606846
"86","NC_shoreline_estuarine_2012",-78.574027556304,-75.4672407314533,33.8535177122889,36.551975802138
"87","NC_NPDES_Wastewater_Discharge_Permits",-84.2230517697149,-75.4708313688791,33.8577933204308,36.5608258341734
"88","NC_NPDES_Stormwater_Permits",-84.2287957733086,-75.5466653603688,33.8908233282056,36.7145426696269
"89","NC_NO_EXPOSURE_Certifications",-84.015828829747,-75.6520662941056,33.8455933254083,36.5279418364862
"90","NC_ESMP_shoreline_2007",-78.5741765767704,-75.4612005969431,33.8405188717804,36.5519750502174
"91","nc_dcm_oceanfront_shorelines",-78.5719036985464,-75.4595821227449,33.8302135847857,36.567515522084
"92","NC_DCM_Oceanfront_Erosion_Rates_2020",-78.5432474610993,-75.459584842364,33.8398435773263,36.5513907570234
"93","NC_DCM_Oceanfront_Erosion_Rates_2013",-78.5469285119571,-75.4595829288414,33.839668840614,36.560814292135
"94","NC_DCM_Inlet_Hazard_Area_of_Environmental_Concern",-78.545889018388,-75.7244772200239,33.8489390080575,35.1990268104174
"95","NC_DCM_ESMP_Structure_2007",-78.5731046320933,-75.4590723243092,33.8526835927007,36.5499514500696
"96","MirtaLocations",-167.987830077077,174.107154336096,13.4286481355331,71.3261952828496
"97","T20230816_CBRS_Prohibitions",-97.6388311874994,-64.6232006914289,17.6618533204488,47.4356146539515
"98","T20230816_CBRS_Polygons",-97.6388311874994,-64.6232006914289,17.6618533204488,47.4356146539515
"99","T20230816_CBRS_Buffer_Zone",-97.6388894189051,-64.6231432220625,17.6739486481588,47.4356746479028
"100","SturgeonAtlantic_AtlanticSubspecies_SouthAtlanticDPS_20170817",-83.7951656566203,-80.1790339035493,30.3557568201319,33.8211672145273
"101","SturgeonAtlantic_AtlanticSubspecies_CarolinaDPS_20170817",-80.1639835192715,-76.4658268307071,32.7850072287492,36.4817610766282
"102","Summer_Flounder_Fishery_Sea_Turtle_Protection_Area",-78.5412263654913,-71.1848762995901,31.2199010827029,37.0833333337879
"103","T2020_Integrated_Report_Overall_Ratings_for_NC_Waters",-84.3162066045884,-75.4596150680988,33.8397814083649,36.587604589422
"104","T2022_Water_Quality_Assessments_and_303_d__list",-83.3546530001289,-78.5467314000903,32.0500003285764,35.1956399999519
"105","T202203_AMS_ActiveInActiveStations",-84.2969957439629,-75.4999983552345,33.8689933367473,36.5919927322154
"106","bdtrp_N_NC_po",-76.532321521147,-75.3982467703575,34.5900261529976,36.5508419358988
"107","bdtrp_S_NC_po",-78.5422876988516,-76.4685112979899,33.7685476044736,34.6983280475601
"108","bdtrp_SC_FL_po",-83.0013020578381,-78.3100919932924,24.2022647449354,33.8538831033948
"109","DCM_NC_State_Port_AEC",-78.074901697537,-76.641580738574,33.8411930301749,34.7000393139637
"110","MPA_SnapperGrouper_MgmtAreas",-80.7999992368892,-76.7749996181328,24.45833396933,33.5791683200801
"111","NC_401_wetland_permits",-85.0580755266317,-8.09801763609151,32.7124935395882,36.9199927534103
"112","NC_2014_Integrated_Report_Impaired_Waters",-84.244159912966,-75.4700021431016,33.8532053353339,36.5606658106802
"113","NC_2022_Integrated_Report_ParameterAssessments",-84.2958003288956,-75.4596150678601,33.8397814083649,36.5801336081154
"114","NC_2022_Integrated_Report_Polygons__Parameter_Assessment_",-84.2958003288956,-75.4662349132593,33.8474508767534,36.5723377414236
"115","NC_Anadromous_Fish_Spawning_Area",-78.8647107543457,-75.7486512183124,34.0694733262909,36.6604950581769
"116","NC_dcm_oceanfront_veglines",-78.5449671227804,-75.460913755793,33.8406875220277,36.5673886400052
"117","NC_Managed_Areas",-84.2958600162518,-75.460599888648,33.8274813115666,36.588167873093
"118","NC_Riparian_Buffers_with_Rules___Vector_Tile_Layer",-82.0166759156124,-75.7272884633578,34.831646986367,36.4486917995942
"119","NC_SAV_2012_2014_Mapping",-77.0938662164326,-75.4688142588269,34.6336591619145,35.8996402861349
"120","NC_SAV_2019_2020_Mapping",-77.0941420207772,-75.4683502810266,34.609919961717,35.9039910186904
"121","NC_SAV_Onslow_2021_Final",-77.7528105229476,-77.1016910389803,34.2817416171403,34.6823573633034
"122","NC_Surface_Water_Classifications",-84.3162066034915,-75.4596150678601,33.8397814083649,36.587604589422
"123","NC_svl_lines",-78.4478404970182,-75.4635534800925,33.8430638589205,36.208302081041
"124","NC_unveg_beach_measurement_line",-78.2266459202215,-77.5020412694433,33.9131395489181,34.4507803361364
"125","NCDEQ_Estuarine_Artificial_Reef_Boundaries",-77.9226700312261,-75.6194480557897,34.0465031312915,36.0010701708789
"126","NCDEQ_Ocean_Artificial_Reef_Boundaries",-78.1710744517175,-75.4334988677191,33.8668123736583,35.7355873436194
"127","NCDEQ_SeaTurtleSanctuary",-77.33840960677,-77.117897306108,34.517499993654,34.6399841482226
"128","NCDMF_FisheryNurseryAreas",-78.5597327335426,-75.6257614316641,33.8497346660602,36.044323593635
"129","NCDMF_ReefGuide",-78.3672166584885,-75.3980499916232,33.3902833299853,36.0031999999116
"130","NCOM_EstuarineBenthicHabitatMappingAreas_I1",-78.5741376033739,-75.4671017711532,33.8525033199093,35.9734034121957
"131","NCOM_EstuarineBenthicHabitatMappingAreas_I2",-77.438676096473,-75.9832105214294,34.5350922290337,35.1223462787656
"132","nhna_NaturalArea_2023_07",-84.3070843586495,-75.4633621534083,33.8421050751875,36.588407577944
"133","NOAA_Minke_Whale_Unusual_Mortality_Strandings",-79.3754343493795,70.7287182808227,32.008260783294,44.9213797407031
"134","SC_BEACH_RENOURSHMENT_PROJECTS",-80.8764695330449,-78.5529134808875,32.0812585394769,33.8488798170514
"135","SC_Coastal_Plain_Well_Inventory",-81.9748355965992,-78.5886196581385,32.068812084774,34.8154251965751
"136","SC_MonitoringStations_SpecialStudies_QAPP",-83.3473854850433,-78.8397466950277,32.2907415498377,35.1264686584573
"137","SC_MonitoringStations_WaterQualityAmbient_Active",-83.3059461994905,-78.653936926036,32.0943170695758,35.1434641032187
"138","SC_MonitoringStations_WaterQualityAmbient_Historic",-83.3514155748243,-78.5917246800258,32.1371268391272,35.1966898583909
"139","SC_RENOURISHMENT_SAND_BORROW_SITES",-81.0984746443776,-78.528330376904,32.0720413023366,33.8061122014779
"140","SCDNR_Artificial_Reef_Locations",-80.745330359452,-78.4199978634354,32.000410327213,33.8156045026205
"141","SCDNR_Artificial_Reef_Material",-80.7517969397711,-78.4244142445252,31.9955604943128,33.8171100154309
"142","SeaTurtleLoggerhead_NorthwestAtlanticOceanDPS_20140710",-97.3633365131847,-70.5870896129155,23.8179440121577,37.840038668916
"143","WhaleNorthAtlanticRight_20160127",-81.4604492182048,-66.8854156787296,28.0000000000262,44.8288602841724
"144","NC_ORW_HQW_Mgmnt_Areas",-84.0290085736423,-75.8530423658277,34.0848074638581,36.588407567399
"145","NC_SAV_2006_2008_Mapping_Revised",-77.8835317370301,-75.4688056610666,34.0640032993109,36.7114299576942
"146","Coastal_Survey_Stations_2018",-81.4390032073013,-75.6890016805727,28.7670054147089,35.2010070511121
"147","Coastal_Survey_Abundance_2018",-81.4390032073013,-75.6890016805727,28.7670054147089,35.2010070511121
"148","Coastal_Survey_Length_Frequency_2018",-81.4390032073013,-75.6890016805727,28.7670054147089,35.2010070511121
"149","Coastal_Survey_Specimen_2018",-81.4390032073013,-75.6890016805727,28.7670054147089,35.2010070511121
"150","Pamlico_Sound_Stations_2018",-76.9167000002158,-75.5666999991644,34.9499999992867,35.8333000001645
"151","Pamlico_Sound_Abundance_2018",-76.9167000002158,-75.5666999991644,34.9499999992867,35.8333000001645
"152","Pamlico_Sound_Length_Frequency_2018",-76.9167000002158,-75.5666999991644,34.9499999992867,35.8333000001645
"153","Pamlico_Sound_Specimen_2018",-76.9167000002158,-75.5666999991644,34.9499999992988,35.8333000001645
"154","Longline_Stations_2018",-80.7490030694211,-79.11420262507,32.1073062024121,33.2498065043939
"155","Longline_Abundance_2018",-80.7490030694211,-79.11420262507,32.1073062024121,33.2498065043939
"156","Longline_Tagging_2018",-80.7490030694211,-79.11420262507,32.1073062024121,33.2498065043939
"157","Longline_Specimen_2018",-80.7490030694211,-79.11420262507,32.1073062024121,33.2498065043939
"158","Reef_Fish_Stations_2016",-81.219999999954,-75.4500000000724,27.2299999996796,35.039999999991
"159","Reef_Fish_Abundance_2016",-81.219999999954,-75.4500000007325,27.2299999996796,35.009999999927
"160","Reef_Fish_Length_Frequency_2016",-81.219999999954,-75.4500000007325,27.2699999998554,35.0000000004366
"161","Reef_Fish_Specimen_2016",-81.219999999954,-75.4500000007325,27.2699999998554,35.0000000003134
"162","SEAMAP_SA___CS_Specimen_2019",-81.4400000002876,-75.70499999966,28.7679999993479,35.1939999994388
"163","SEAMAP_SA___CS_Length_Frequency_2019",-81.4400000002876,-75.70499999966,28.7679999993479,35.1939999994388
"164","SEAMAP_SA___CS_Abundance_2019",-81.4400000002876,-75.70499999966,28.7679999993479,35.1939999994388
"165","SEAMAP_SA___Coastal_Survey_Stations",-81.4400000002876,-75.70499999966,28.7679999993479,35.1939999994388
"166","Coastal_Survey_Specimen_2022",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"167","Coastal_Survey_Length_Frequency_2022",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"168","Coastal_Survey_Abundance_2022",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"169","Coastal_Survey_Stations_2022",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"170","Reef_Fish_Specimen_2019",-81.2200000000512,-75.4500000005033,27.229999999528,35.0099999990541
"171","Reef_Fish_Length_Frequency_2019",-81.2200000000512,-75.4500000005033,27.229999999528,35.0099999990541
"172","Reef_Fish_Abundance_2019",-81.2200000000512,-75.4500000005033,27.2199999991849,35.0099999990541
"173","Reef_Fish_Stations_2019",-81.2200000000512,-75.4500000005033,27.2199999991849,35.0099999990541
"174","Pamlico_Sound_Specimen_2021",-76.9499999999627,-75.8500000001601,34.9333299990043,35.5166699992405
"175","Pamlico_Sound_Length_Frequency_2021",-76.9499999999627,-75.6333300001301,34.9333299990043,35.5166699992405
"176","Pamlico_Sound_Abundance_2021",-76.9499999999627,-75.6333300001301,34.9333299990043,35.5166699992405
"177","Pamlico_Sound_Stations_2021",-76.9499999999627,-75.6333300001301,34.9333299990043,35.5166699992405
"178","Longline_Specimen_2021",-76.581389999701,-75.5502799997636,34.9991699987796,35.391389999756
"179","Longline_Tagging_2021",-81.8197199994214,-75.4971999999811,30.0004199991402,37.5696999993236
"180","Longline_Abundance_2021",-81.4947900002014,-75.5502799997636,30.0003799983868,35.391389999756
"181","Longline_Stations_2021",-81.4947900002014,-75.5502799997636,30.0003799983868,35.391389999756
"182","Longline_Specimen_2019",-76.581389999701,-75.5502799997636,34.9991699987796,35.391389999756
"183","Longline_Tagging_2019",-81.8197199994214,-75.4971999999811,30.0004199991402,37.5696999993236
"184","Longline_Abundance_2019",-81.4947900002014,-75.5502799997636,30.0003799983868,35.391389999756
"185","Longline_Stations_2019",-81.4947900002014,-75.5502799997636,30.0003799983868,35.391389999756
"186","Coastal_Survey_Specimen_2019",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"187","Coastal_Survey_Length_Frequency_2021",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"188","Coastal_Survey_Abundance_2021",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"189","Coastal_Survey_Stations_2021",-81.4390000002561,-75.5939999997008,28.756999999897,35.2269999987985
"190","Pamlico_Sound_Specimen_2020",-76.9499999999627,-75.8500000001601,34.9333299990043,35.5166699992405
"191","Pamlico_Sound_Length_Frequency_2020",-76.9499999999627,-75.6333300001301,34.9333299990043,35.5166699992405
"192","Pamlico_Sound_Abundance_2020",-76.9499999999627,-75.6333300001301,34.9333299990043,35.5166699992405
"193","Pamlico_Sound_Stations_2020",-76.9499999999627,-75.6333300001301,34.9333299990043,35.5166699992405
"194","SEAMAP_SA___Reef_Fish_Stations_2017",-81.219999999954,-75.4500000000724,27.2299999996796,35.0200000000419
"195","SEAMAP_SA___Reef_Fish_Abundance_2017",-81.219999999954,-75.4500000000724,27.2299999996796,35.0200000000419
"196","SEAMAP_SA___RF_Length_Frequency_2017",-81.219999999954,-75.4500000007325,27.2299999996796,35.0200000000419
"197","SEAMAP_SA___Reef_Fish_Specimen_2016",-81.219999999954,-75.4500000007325,27.2299999996796,35.0200000000419
"198","SEAMAP_SA___Longline_Stations_2019",-80.74103089886,-75.5208146287064,32.1073060060987,35.453925569424
"199","SEAMAP_SA___Longline_Abundance_2019",-80.7409999996572,-75.5207999998216,32.1072999993965,35.4539000000162
"200","SEAMAP_SA___Longline_Tagging_2019",-80.7409999996572,-75.5260999998438,32.1072999993965,35.4468999995164
"201","SEAMAP_SA___Longline_Specimen_2019",-80.7409999996572,-75.5207999998216,32.1072999993965,35.4539000000162
"202","SEAMAP_SA___Pamlico_Soundy_Stations",-76.9499999994243,-75.5499999997126,34.9332999994855,35.83330000032
"203","SEAMAP_SA___Pamlico_Sound_Abundance_2019",-76.9499999994243,-75.5499999997126,34.9332999994855,35.83330000032
"204","SEAMAP_SA___Pamlico_Sound_Length_Frequency_2019",-76.9499999994243,-75.5499999997126,34.9332999994855,35.83330000032
"205","SEAMAP_SA___Pamlico_Sound_Specimen_2019",-76.9499999994243,-75.5499999997126,34.9332999994855,35.83330000032
"206","SAFMC_Restrictions",-83.0000486754175,-71.3713280835106,23.8175150239447,36.5556148011483
"207","southeast_bathymetry_meters",-88.9583499150972,-71.0488498485436,23.0416499534207,37.9523505937323
"208","shrimp_vms",-81.8166700002669,-74.7333299994533,24.3500000001101,36.5461486031133
"209","limit_of_ocsla_8g_zone",-172.070868845599,-66.9511853883072,24.345138265948,71.4890402827841
"210","NC_ESI_MANAGED_POINT_2016",-78.4074987370262,-75.5288140992342,33.9608989168597,36.2947989171171
"211","NC_ESI_MANAGED_POLY_2016",-78.6139060755845,-75.4599797793167,33.8425275050058,36.5507619486005
"212","NC_ESI_mgt_poly_2011",-78.0150072583094,-75.4610080349803,33.841406874753,36.5504877578718
"213","SC_ESI_MANAGED_POINT_2015",-80.7483999995328,-78.9051000000274,32.450399999804,33.6977000001813
"214","SC_ESI_MANAGED_POLY_2015",-81.1556040727667,-78.6019144394412,32.0374284015081,33.9383182798187
"215","SC_ESI_mgt_polygon_1996",-81.1248346575457,-78.9213341601197,32.0373449208053,33.6587425762432
"216","submerged_land_acts_boundary_3_nm",-171.95932640911,-66.9108434255482,24.3953137532994,71.439231399453
"217","NC_ESI_POLITICAL_LINE_2016",-78.5112394398916,-75.4021804866394,33.7685119131395,36.5585149041782
"218","NC_ESI_POLITICAL_POLY_2016",-78.630770430393,-75.2142135490168,33.6182466337077,36.5818334849893
"219","NC_ESI_socecon_arc_2011",-78.624735902228,-75.8496436632041,33.8161549866507,36.550620315546
"220","NC_ESI_socecon_lab_2011",-78.5730886193254,-75.446183333658,33.8457736506543,36.4838849344816
"221","NC_ESI_SOCECON_LINE_2016",-78.0521414904933,-76.0953953885611,33.9387865386293,36.5252430697852
"222","NC_ESI_SOCECON_POINT_2016",-78.6084467021759,-75.3038052996138,33.6761750002692,36.5468293760005
"223","NC_ESI_SOCECON_POLY_2016",-78.6301969073944,-75.399119894897,33.7038823882644,36.5505635145761
"224","SC_ESI_POLITICAL_POINT_2015",-80.0001110804417,-79.2670210208452,32.7000309856516,33.3665959942332
"225","SC_ESI_POLITICAL_POLY_2015",-81.1615363597243,-78.4140669588453,31.9322838745958,33.9383735582907
"226","SC_ESI_socecon_arc_1996",-81.124834447923,-78.4997319295297,32.0002289081868,33.8915625804568
"227","SC_ESI_SOCECON_LINE_2015",-81.1455175633159,-78.8844540000907,32.2318925852773,33.8044492113294
"228","SC_ESI_socecon_point_1996",-81.1183287751067,-78.5062711647905,32.0758216998032,33.8749331575433
"229","SC_ESI_SOCECON_POINT_2015",-81.1262189998538,-78.5586899550833,31.9757500002386,33.8704297460533
"230","SC_ESI_SOCECON_POLY_2015",-78.4616224699894,-78.4492397157863,33.7233116572484,33.739831882023
"231","NC_RiverHerringMgmtArea",-77.3836006298276,-75.5043241450554,35.6097272639187,36.5519857054756
"232","NC_ESI_NAV_MARINE_LINE_2016",-78.5587227735952,-75.6995799997679,33.8359800008966,36.5505785620765
"233","NC_ESI_NAV_MARINE_POINT_2016",-78.5073602337794,-75.4662384830645,33.8466605256169,36.529867914305
"234","NC_ESI_NAV_MARINE_POLY_2016",-78.313611111196,-78.2430555561215,33.8586111107051,33.8811111110274
"235","SC_ESI_NAV_MARINE_LINE_2015",-80.9597781626461,-78.5589269996657,32.0753980214045,33.8747597798554
"236","SC_ESI_NAV_MARINE_POINT_2015",-81.1607559001664,-78.603202145428,32.119434774094,33.8700793640356
"237","SC_ESI_NAV_MARINE_POLY_2015",-79.9612500008017,-79.6544853964174,32.6659458680432,32.785177669009
"238","NC_ESI_NAT_HAZARD_POLY_2016",-78.6156944443594,-75.4608329279008,33.8420397009626,36.5508067577865
"239","SC_ESI_NAT_HAZARD_POLY_2015",-81.1609722233543,-78.5417747254642,32.0374283995938,33.9354166674224
"240","NC_2018_Integrated_Report_Final_Full_Resolution",-84.2958003288956,-75.4596150678601,33.8397814083649,36.5801336081154
"241","NC_DMF_Artificial_Reef_Material",-78.3701235716702,-75.3961714089233,33.3886475021239,36.0042389141503
"242","NC_ESI_BENTHIC_2016",-78.4628067352862,-75.4672490134142,33.8673307199834,36.5507799996358
"243","NC_ESI_BIO_INDEX_2016",-78.6120144614347,-75.4142778177311,33.8185132814302,36.5779122570204
"244","NC_ESI_BIRDS_2016",-78.630770430393,-75.2142135490168,33.82281642321,36.5508099184066
"245","NC_ESI_birds_polygon_2011",-78.5753080465806,-75.3992577272432,33.7995423729684,36.5507036590464
"246","NC_ESI_ESIL_2016",-78.573910990386,-75.4590409580332,33.8418960335451,36.5508067567264
"247","NC_ESI_esil_arc_2011",-78.57394401614,-75.4605375013936,33.8397598026782,36.5652518551584
"248","NC_ESI_ESIP_2016",-78.6307635120462,-75.4606492703005,33.8264165662339,36.5508099184066
"249","NC_ESI_esip_poly_2011",-78.6247390899135,-75.4639347167903,33.8497348070467,36.5505972820296
"250","NC_ESI_FISH_2016",-78.6307686796127,-75.2142135490168,33.6182466337077,36.5818334849893
"251","NC_ESI_fish_polygon_2011",-78.5595438045647,-75.3992577272432,33.7501765083139,36.5533523819186
"252","NC_ESI_FISHL_2016",-78.0519895249819,-75.8908764830825,34.2952417733298,36.3557481857015
"253","NC_ESI_HABITATS_2016",-78.5633651886432,-75.469501027403,33.8418960335451,36.5399452314685
"254","NC_ESI_habitats_polygon_2011",-78.5422210510623,-75.4673157385113,33.8397598026782,36.5505020249246
"255","NC_ESI_HABITATSPT_2016",-78.5354909962973,-75.5438845202095,33.8555689408349,36.4698772120589
